City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Kalmar,SE,56.6616,16.3616,19.99,86,13,10.36,few clouds
463,Gusinoye Ozero,RU,51.1144,106.2614,-2.2,87,100,4.41,light snow
464,Tignere,CM,7.3667,12.65,65.52,27,98,1.83,overcast clouds
465,Arlit,NE,18.7369,7.3853,75.04,18,20,7.2,few clouds
466,Stornoway,GB,58.2093,-6.3865,42.8,81,75,32.21,heavy intensity rain
467,Malumfashi,NG,11.7853,7.6218,67.53,23,0,9.64,clear sky
468,Vao,NC,-22.6667,167.4833,77.97,90,100,14.34,overcast clouds
469,Nowy Targ,PL,49.4778,20.0323,19.99,79,90,16.11,light snow
470,Pundaguitan,PH,6.3711,126.1689,82.2,76,77,8.41,light rain
471,Mayo,US,38.8876,-76.5119,50.0,66,1,8.05,clear sky
472,Vallenar,CL,-28.5708,-70.7581,79.34,36,0,9.86,clear sky
473,Petawawa,CA,45.9001,-77.3328,36.0,69,20,9.22,few clouds
474,Cedar City,US,37.6775,-113.0619,51.8,24,1,3.44,clear sky
475,Belmonte,BR,-15.8631,-38.8828,77.0,88,75,4.61,broken clouds
476,Strezhevoy,RU,60.7333,77.5889,5.0,85,90,13.42,snow
477,Faanui,PF,-16.4833,-151.75,81.14,75,6,11.72,clear sky
478,Tadine,NC,-21.55,167.8833,80.47,88,100,14.05,overcast clouds
479,Sabang,ID,5.8933,95.3214,80.56,75,79,2.8,broken clouds
480,Vaitape,PF,-16.5167,-151.75,81.16,75,7,11.81,clear sky
481,Semirom,IR,31.4167,51.5667,30.94,84,6,4.43,clear sky
482,Dali,CN,25.7,100.1833,39.88,76,99,2.95,overcast clouds
483,Kanepi,EE,57.982,26.7627,6.01,85,90,3.44,light snow
484,Tura,IN,25.5198,90.2201,55.15,59,0,1.79,clear sky
485,Mapimi,MX,25.8167,-103.85,69.8,11,1,3.44,clear sky
486,Borogontsy,RU,62.6683,131.1683,-46.5,77,88,4.23,overcast clouds
487,Maragogi,BR,-9.0122,-35.2225,77.83,77,92,9.22,overcast clouds
488,Qixia,CN,37.2975,120.8256,21.0,71,22,7.87,few clouds
489,Buwenge,UG,0.6422,33.1744,70.27,75,85,1.43,light rain
490,Inhambane,MZ,-23.865,35.3833,80.65,85,2,9.55,clear sky
491,Klaksvik,FO,62.2266,-6.589,42.8,87,75,19.57,broken clouds
492,Severo-Yeniseyskiy,RU,60.3725,93.0408,-12.37,90,100,4.52,overcast clouds
493,Japura,ID,-0.3167,102.35,72.75,97,100,1.03,overcast clouds
494,Buin,CL,-33.7333,-70.75,88.0,21,0,8.05,clear sky
495,Alice Town,BS,25.7167,-79.3,70.39,85,100,4.43,overcast clouds
496,Quang Ngai,VN,15.1167,108.8,65.39,82,82,3.98,broken clouds
497,Vilyuysk,RU,63.7553,121.6247,-39.32,81,100,5.99,overcast clouds
498,Sohagpur,IN,22.7,78.2,55.89,35,0,5.14,clear sky
499,Tecoanapa,MX,16.5167,-98.75,82.38,66,95,9.26,overcast clouds
500,San Rafael,AR,-34.6177,-68.3301,84.33,28,0,6.38,clear sky
501,Tessalit,ML,20.1986,1.0114,62.08,24,93,10.98,overcast clouds
502,Ibimirim,BR,-8.5406,-37.6903,86.94,25,99,7.96,overcast clouds
503,Marfino,RU,55.7028,37.3822,8.6,78,0,6.71,clear sky
504,Beitbridge,ZW,-22.2167,30.0,79.23,69,20,9.01,few clouds
505,Kampene,CD,-3.6,26.6667,64.9,97,99,1.72,overcast clouds
506,Gilbues,BR,-9.8317,-45.3439,79.39,76,87,4.63,light rain
507,Oussouye,SN,12.485,-16.5469,77.0,65,0,6.91,clear sky
508,Maler Kotla,IN,30.5167,75.8833,45.63,64,0,4.03,clear sky
509,Hay River,CA,60.8156,-115.7999,19.4,86,75,5.75,light snow
510,Karratha,AU,-20.7377,116.8463,86.95,76,41,16.42,scattered clouds
511,Ambikapur,IN,23.1167,83.2,47.14,50,0,2.62,clear sky
512,Wilmington Island,US,32.0036,-80.9737,55.99,88,90,3.44,mist
513,Quelimane,MZ,-17.8786,36.8883,77.0,94,75,2.3,light rain
514,Jawhar,SO,2.7809,45.5005,73.54,84,0,12.12,clear sky
515,Madukkarai,IN,10.9,76.9667,71.6,94,75,6.38,mist
516,Dzaoudzi,YT,-12.7887,45.2699,78.8,83,0,2.3,clear sky
517,Cairo,EG,30.0626,31.2497,60.8,48,0,6.91,clear sky
518,Vostok,RU,46.4856,135.8833,-3.3,93,100,2.48,overcast clouds
519,Hambantota,LK,6.1241,81.1185,75.96,85,100,8.86,overcast clouds
520,Guatire,VE,10.4762,-66.5427,84.2,74,40,1.14,scattered clouds
521,Butte,US,39.6499,-121.5677,62.01,63,1,6.91,haze
522,Iberia,US,29.9502,-91.7507,59.0,26,1,19.57,clear sky
523,Darhan,MN,49.4867,105.9228,-7.85,84,98,6.62,overcast clouds
524,West Wendover,US,40.7391,-114.0733,37.4,48,1,4.61,clear sky
525,Srednekolymsk,RU,67.45,153.6833,-30.86,82,61,4.12,broken clouds
526,Ankara,TR,39.9199,32.8543,27.0,93,0,1.14,clear sky
527,Puerto Madryn,AR,-42.7692,-65.0385,69.6,51,60,17.09,broken clouds
528,Launceston,AU,-41.45,147.1667,51.01,100,75,5.75,broken clouds
529,Kieta,PG,-6.2167,155.6333,82.72,70,98,4.68,overcast clouds
530,Kapoeta,SS,4.7717,33.5903,85.44,28,50,8.23,scattered clouds
531,Augusto Correa,BR,-1.0217,-46.635,79.75,74,5,6.2,clear sky
532,Andahuaylas,PE,-13.6556,-73.3872,62.83,63,87,7.96,light rain
533,Ouadda,CF,8.0777,22.4007,69.58,24,0,5.28,clear sky
534,Veraval,IN,20.9,70.3667,67.84,41,0,12.1,clear sky
535,Honiara,SB,-9.4333,159.95,82.04,72,100,4.27,light rain
536,Pokrovsk,UA,48.282,37.1758,23.9,98,99,14.07,light snow
537,Ishigaki,JP,24.3448,124.1572,68.5,70,45,21.45,scattered clouds
538,Bud,US,39.447,-86.1758,37.99,68,99,11.97,overcast clouds
539,Vilhena,BR,-12.7406,-60.1458,84.2,61,40,10.36,scattered clouds
540,Kochi,IN,9.9399,76.2602,75.2,88,40,4.61,haze
541,Aklavik,CA,68.2191,-135.0107,-11.2,77,100,13.8,overcast clouds
542,Bardiyah,LY,31.7561,25.0865,59.02,68,9,18.66,clear sky
543,Beringovskiy,RU,63.05,179.3167,-12.46,89,35,9.86,scattered clouds
544,Ajaccio,FR,42.0,8.9167,50.0,87,90,3.44,overcast clouds
545,Nyagan,RU,62.1406,65.3936,-2.65,92,98,3.33,overcast clouds
546,Vikulovo,RU,56.8167,70.6107,7.72,91,100,11.9,overcast clouds
547,Cabo San Lucas,MX,22.8909,-109.9124,80.01,53,1,11.5,clear sky
548,Isabela,PH,6.7085,121.9711,77.74,84,74,2.71,broken clouds
549,Khudumelapye,BW,-23.8833,24.75,77.85,54,93,5.66,overcast clouds
550,Mandalgovi,MN,45.7625,106.2708,-10.1,82,0,10.98,clear sky
551,Rumonge,BI,-3.9736,29.4386,68.49,81,100,2.73,light rain
552,Yima,CN,34.7381,111.8839,37.0,99,84,3.13,broken clouds
553,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-0.4,71,100,6.71,overcast clouds
554,Terdal,IN,16.5,75.05,71.15,43,1,3.2,clear sky
555,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,13.8,clear sky
556,Leshukonskoye,RU,64.8989,45.7622,-17.37,88,65,2.62,broken clouds
557,Ginir,ET,7.1333,40.7,58.41,47,8,4.92,clear sky
558,Zelenoborsk,RU,61.4669,64.0333,-6.05,92,90,3.51,overcast clouds
559,Okha,RU,53.5739,142.9478,-18.15,86,0,7.74,clear sky
560,Limoges,FR,45.75,1.3333,32.0,80,90,11.5,overcast clouds
561,Riyadh,SA,24.6877,46.7219,60.8,48,2,8.05,haze
562,Nantucket,US,41.2835,-70.0995,41.0,65,1,8.05,clear sky
563,Magadi,IN,12.9667,77.2333,62.6,100,40,3.44,mist
564,Saint-Joseph,RE,-21.3667,55.6167,78.8,89,75,4.61,broken clouds
565,Meadow Lake,US,34.8014,-106.5436,55.0,12,20,14.97,few clouds
566,Carros,FR,43.7894,7.184,48.2,87,75,4.61,broken clouds
567,Carauari,BR,-4.8828,-66.8958,84.34,77,51,1.03,light rain
568,Namatanai,PG,-3.6667,152.4333,81.0,74,100,1.05,light rain
569,Shalakusha,RU,62.2247,40.2539,-18.6,88,13,1.3,few clouds
570,Shiyan,CN,32.6475,110.7781,38.34,69,98,1.45,overcast clouds
571,Swellendam,ZA,-34.0226,20.4417,68.0,60,0,12.66,clear sky
572,Sivaki,RU,52.6333,126.75,-29.02,85,1,0.85,clear sky
573,Bitung,ID,1.4451,125.1824,78.8,94,40,5.75,heavy intensity rain
574,Saint-Augustin,CA,51.226,-58.6502,25.02,92,0,5.12,clear sky
575,Marzuq,YE,14.4,46.4667,57.58,55,0,2.37,clear sky
576,Mareeba,AU,-17.0,145.4333,78.8,65,77,14.97,broken clouds
577,Hailey,US,43.5196,-114.3153,35.01,64,1,10.36,clear sky
578,Basco,PH,20.4487,121.9702,72.93,77,34,24.09,scattered clouds
579,Skibbereen,IE,51.55,-9.2667,48.2,100,75,19.57,moderate rain
580,Acapulco,MX,16.8634,-99.8901,82.4,78,90,5.75,overcast clouds
581,Pocatello,US,42.8713,-112.4455,37.4,44,1,8.05,clear sky
582,Raul Soares,BR,-20.1022,-42.4519,76.64,83,25,4.7,light rain
583,Owando,CG,-0.4819,15.8999,75.22,67,53,1.72,broken clouds
584,Santa Cruz,BO,-17.8,-63.1667,82.4,83,75,12.66,light rain
585,Mackay,AU,-21.15,149.2,75.0,94,90,5.75,overcast clouds
586,Ambilobe,MG,-13.2,49.05,75.18,93,83,2.46,broken clouds
587,Alofi,NU,-19.0595,-169.9187,84.2,79,75,9.22,broken clouds
588,Kavaratti,IN,10.5669,72.642,81.27,74,94,3.47,light rain
589,Mahanoro,MG,-19.9,48.8,78.35,88,91,4.05,overcast clouds
590,Kandalaksha,RU,67.162,32.4123,14.0,96,100,0.6,overcast clouds
591,Frontera,MX,26.9333,-101.45,62.01,20,0,7.0,clear sky
592,Masvingo,ZW,-20.0637,30.8277,68.86,88,100,4.85,overcast clouds
593,Havoysund,NO,70.9963,24.6622,37.4,81,75,20.71,broken clouds
594,Gohana,IN,29.1333,76.7,48.96,51,0,4.38,clear sky
595,Maamba,ZM,-17.3667,27.15,71.55,92,100,2.44,moderate rain
596,Teacapan,MX,22.55,-105.75,76.95,36,0,8.3,clear sky
597,Nizhniy Odes,RU,63.6445,54.856,5.88,95,100,1.48,light snow
598,Egvekinot,RU,66.3167,-179.1667,-6.83,93,100,15.59,light snow
599,Chipinge,ZW,-20.1883,32.6236,66.99,88,66,2.89,broken clouds
600,Dafeng,CN,23.4517,108.5881,58.24,44,100,2.33,overcast clouds
601,Sakakah,SA,29.9697,40.2064,48.2,57,0,3.44,clear sky
602,Taltal,CL,-25.4,-70.4833,67.84,58,19,5.91,few clouds
603,Savannah Bight,HN,16.45,-85.85,82.0,78,75,3.44,broken clouds
604,Prieska,ZA,-29.6641,22.7474,73.49,68,27,9.89,scattered clouds
605,La Rioja,ES,42.25,-2.5,44.6,70,20,16.11,few clouds
606,Hearst,CA,49.6835,-83.6665,30.2,74,100,1.14,overcast clouds
607,Lagos,NG,6.5833,3.75,82.4,83,20,3.44,few clouds
608,Bartica,GY,6.4,-58.6167,77.0,94,75,4.61,broken clouds
609,Pangody,RU,65.85,74.4859,0.32,93,100,9.98,light snow
610,Ketchikan,US,55.3422,-131.6461,44.6,87,90,11.5,light rain
611,Srandakan,ID,-7.9386,110.2506,76.59,78,100,3.76,light rain
612,Barcelos,PT,41.5388,-8.6151,46.99,100,20,4.32,few clouds
613,Pedasi,PA,7.5333,-80.0333,81.81,71,63,7.38,broken clouds
614,Cabedelo,BR,-6.9811,-34.8339,80.6,78,40,10.36,scattered clouds
615,Plymouth,US,41.8334,-70.8328,43.0,70,1,5.75,clear sky
616,Fare,PF,-16.7,-151.0167,81.28,73,58,11.59,broken clouds
617,Bouar,CF,5.934,15.596,66.61,26,0,2.86,clear sky
618,Watsa,CD,3.0372,29.5355,66.72,58,1,2.15,clear sky
619,Topeka,US,39.0483,-95.678,32.0,80,90,19.57,light snow
620,Haukipudas,FI,65.1765,25.3523,12.2,85,90,1.14,light snow
621,Bundaberg,AU,-24.85,152.35,77.0,78,13,4.61,few clouds
622,Phangnga,TH,8.4509,98.5298,77.0,78,20,9.22,few clouds
623,Sawakin,SD,19.1059,37.3321,74.28,77,70,10.6,broken clouds
624,Andros,GR,37.8333,24.9333,48.99,60,68,1.99,broken clouds
625,Lebedyan,RU,53.0194,39.1664,8.74,94,100,5.39,light snow
626,Itarema,BR,-2.9248,-39.9167,80.4,77,8,14.92,clear sky
627,Tefe,BR,-3.3542,-64.7114,84.2,79,40,4.61,scattered clouds
628,Tual,ID,-5.6667,132.75,84.27,76,96,10.76,moderate rain
629,Montepuez,MZ,-13.1256,38.9997,71.37,95,88,2.44,overcast clouds
630,Jijiga,ET,9.35,42.8,62.82,47,12,7.78,few clouds
631,Tanggulangin,ID,-7.4996,112.6999,78.8,94,20,5.75,haze
632,Matagami,CA,49.7502,-77.6328,30.2,80,90,17.27,overcast clouds
633,Alassio,IT,44.0039,8.1671,46.99,53,20,18.41,few clouds
634,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,68,40,6.91,scattered clouds
635,La Ronge,CA,55.1001,-105.2842,17.6,86,100,5.75,overcast clouds
636,Villaviciosa,ES,43.4813,-5.4357,44.01,89,0,5.1,clear sky
637,Newcastle,AU,-32.9272,151.7765,68.0,32,0,13.8,clear sky
638,Malaryta,BY,51.7905,24.074,7.05,94,88,6.91,overcast clouds
639,Yamada,JP,39.4667,141.95,42.35,83,18,12.24,few clouds
640,Vryburg,ZA,-26.9566,24.7284,69.69,76,100,9.22,overcast clouds
641,Fougamou,GA,-1.2154,10.5838,74.52,91,76,1.88,broken clouds
642,Novaya Ladoga,RU,60.1025,32.3019,0.0,34,100,6.6,light snow
643,Krasnoarmeysk,RU,51.0239,45.6969,19.99,87,100,1.01,snow
644,Batagay-Alyta,RU,67.8006,130.4114,-24.21,85,100,1.19,overcast clouds
645,Zhangye,CN,38.9342,100.4517,13.15,88,100,2.93,overcast clouds
646,Bilibino,RU,68.0546,166.4372,-17.21,85,100,0.96,overcast clouds
647,Jennings,US,38.7192,-90.2604,34.0,86,90,9.22,snow
648,Beloha,MG,-25.1667,45.05,76.62,90,32,8.12,scattered clouds
649,Nosy Varika,MG,-20.5833,48.5333,78.35,88,93,4.59,overcast clouds
650,Dukat,RU,62.55,155.55,-35.82,81,99,2.93,overcast clouds
651,Ahuimanu,US,21.4447,-157.8378,82.4,73,20,5.75,few clouds
652,Ankang,CN,32.68,109.0172,40.86,62,98,4.25,overcast clouds
653,Coihaique,CL,-45.5752,-72.0662,59.0,77,90,4.61,light rain
654,Uvira,CD,-3.4067,29.1458,71.82,70,99,1.48,light rain
655,Sorland,NO,67.667,12.6934,33.8,93,75,4.61,broken clouds
656,Lufilufi,WS,-13.8745,-171.5986,87.8,74,40,11.5,light rain
657,Bumba,CD,2.1833,22.4667,76.42,56,37,3.29,scattered clouds
658,Santarem,BR,-2.4431,-54.7083,86.0,66,0,11.5,clear sky
659,Trairi,BR,-3.2778,-39.2689,80.11,78,33,11.48,scattered clouds
660,Santa Maria,BR,-29.6842,-53.8069,89.6,55,20,12.66,few clouds
661,Lavrentiya,RU,65.5833,-171.0,4.39,91,100,7.56,overcast clouds
662,Taverny,FR,49.0254,2.2169,32.0,86,0,2.3,clear sky
663,Sur,OM,22.5667,59.5289,66.09,63,0,4.47,clear sky
664,Robertsport,LR,6.7533,-11.3686,80.65,81,27,11.03,scattered clouds
665,Wawa,NG,9.9022,4.4192,79.25,17,0,3.87,clear sky
666,Hasaki,JP,35.7333,140.8333,39.2,100,75,3.44,mist
667,San Carlos,VE,9.6612,-68.5827,88.88,43,100,2.3,overcast clouds
668,Murray Bridge,AU,-35.1167,139.2667,57.0,73,100,12.68,overcast clouds
669,Perivolion,GR,39.4206,20.0147,51.01,81,40,7.63,scattered clouds
670,Sorong,ID,-0.8833,131.25,80.74,78,100,3.49,light rain
671,Hebi,CN,35.8992,114.1925,27.46,87,65,4.05,broken clouds
672,Kyra,RU,49.5776,111.9753,-4.61,80,60,10.16,broken clouds
673,Walvis Bay,NA,-22.9575,14.5053,71.01,73,42,5.75,scattered clouds
674,Genhe,CN,50.7833,121.5167,-24.5,84,92,2.95,overcast clouds
675,Broome,US,42.2506,-75.833,37.0,86,90,16.11,overcast clouds
676,Gold Coast,AU,-28.0,153.4333,78.01,83,46,10.36,scattered clouds
677,Verkhoyansk,RU,67.5447,133.385,-33.2,81,100,1.48,overcast clouds
678,Albury,AU,-36.0833,146.9167,54.0,71,0,10.36,clear sky
679,Yining,CN,29.0361,114.5636,43.57,72,22,4.36,few clouds
680,Cacoal,BR,-11.4386,-61.4472,78.35,90,93,4.32,light rain
681,Mogadishu,SO,2.0371,45.3438,76.95,84,0,18.52,clear sky
682,Nigran,ES,42.1415,-8.8066,50.0,93,4,8.05,clear sky
683,Coria,ES,39.9879,-6.5377,35.35,87,15,3.56,few clouds
684,Appingedam,NL,53.3217,6.8583,35.01,89,100,1.01,overcast clouds
685,La Seyne-Sur-Mer,FR,43.0982,5.8847,44.01,59,54,4.0,broken clouds
686,Rayong,TH,12.8333,101.4333,70.0,91,0,2.93,clear sky
687,Damietta,EG,31.4165,31.8133,59.0,77,0,3.44,clear sky
688,Porto Novo,BJ,6.4965,2.6036,82.4,83,20,12.66,few clouds
689,Adrar,MR,20.5022,-10.0711,62.17,26,100,10.92,overcast clouds
690,Gualaceo,EC,-2.9,-78.7833,62.6,72,75,14.97,light rain
691,Salani,IN,29.957,79.7127,46.9,45,0,3.53,clear sky
692,Rendsburg,DE,54.3,9.6667,30.0,69,75,6.91,broken clouds
693,Ponta Delgada,PT,37.7333,-25.6667,61.0,88,40,17.27,scattered clouds
694,Kristiansund,NO,63.1115,7.732,23.0,74,0,3.44,clear sky
695,Uray,RU,60.1247,64.7758,3.36,94,100,4.7,overcast clouds
696,Kamaishi,JP,39.2667,141.8833,44.8,79,38,16.49,scattered clouds
697,Shirgaon,IN,19.7,72.7,72.73,58,84,7.2,broken clouds
