City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,Zaranj,30.9667,61.8833,39.04,54,0,2.39,AF,2021-01-13 23:39:06
380,Lanxi,29.2195,119.477,37.99,6,9,1.34,CN,2021-01-13 23:39:06
381,Stephenville,32.2207,-98.2023,60.8,29,1,6.91,US,2021-01-13 23:38:38
382,Kununurra,-15.7667,128.7333,82.4,89,37,3.11,AU,2021-01-13 23:39:06
383,Muros,42.7762,-9.0603,46.0,87,14,1.01,ES,2021-01-13 23:39:07
384,Matara,5.9485,80.5353,74.55,88,96,6.71,LK,2021-01-13 23:39:07
385,Aklavik,68.2191,-135.0107,-14.8,76,100,1.14,CA,2021-01-13 23:34:40
386,Teguise,29.0605,-13.564,59.0,63,20,9.22,ES,2021-01-13 23:39:07
387,Omsk,55.0,73.4,-4.0,77,75,4.47,RU,2021-01-13 23:39:07
388,Locri,38.2414,16.2623,57.99,97,2,10.63,IT,2021-01-13 23:39:07
389,Darnah,32.767,22.6367,56.52,74,10,17.25,LY,2021-01-13 23:39:07
390,San Ramon,37.7799,-121.978,70.0,52,1,4.61,US,2021-01-13 23:39:07
391,Havoysund,70.9963,24.6622,28.4,80,40,9.22,NO,2021-01-13 23:39:07
392,Taga,46.95,24.05,21.2,100,20,2.3,RO,2021-01-13 23:39:07
393,Contai,21.7786,87.7536,61.34,65,11,7.85,IN,2021-01-13 23:39:08
394,Chardara,41.2547,67.9692,35.58,84,0,7.14,KZ,2021-01-13 23:39:08
395,Emba,48.8264,58.1442,-1.43,88,77,13.98,KZ,2021-01-13 23:39:08
396,Coahuayana,18.7333,-103.6833,77.0,53,40,1.12,MX,2021-01-13 23:39:08
397,Nuevo Progreso,23.1667,-97.95,62.01,49,99,4.0,MX,2021-01-13 23:39:08
398,Beloha,-25.1667,45.05,73.9,95,35,7.09,MG,2021-01-13 23:39:08
399,Pahrump,36.2083,-115.9839,63.0,16,83,1.01,US,2021-01-13 23:39:08
400,Kita,13.0349,-9.4895,72.7,19,11,5.12,ML,2021-01-13 23:39:08
401,Kudahuvadhoo,2.6708,72.8944,81.7,75,97,16.67,MV,2021-01-13 23:39:08
402,Acajutla,13.5928,-89.8275,82.4,47,20,5.75,SV,2021-01-13 23:39:08
403,Prince George,53.9166,-122.753,36.0,51,1,9.22,CA,2021-01-13 23:38:08
404,Tromso,69.6496,18.957,24.8,68,75,17.27,NO,2021-01-13 23:39:08
405,Khorramshahr,30.4397,48.1664,48.2,81,35,3.98,IR,2021-01-13 23:39:08
406,Taloqan,36.7361,69.5345,39.6,53,0,4.16,AF,2021-01-13 23:39:09
407,Medicine Hat,50.0501,-110.6683,36.0,64,90,29.93,CA,2021-01-13 23:36:43
408,Wakkanai,45.4094,141.6739,27.5,97,100,14.79,JP,2021-01-13 23:39:09
409,Avera,33.194,-82.5271,50.0,71,90,3.44,US,2021-01-13 23:39:09
410,Kjollefjord,70.9457,27.3465,25.66,97,100,17.16,NO,2021-01-13 23:39:09
411,Juruti,-2.1522,-56.0922,77.59,85,99,1.95,BR,2021-01-13 23:39:09
412,Shahreza,32.0339,51.8794,35.29,59,0,1.61,IR,2021-01-13 23:39:09
413,Narasannapeta,18.4167,84.05,68.47,90,86,4.36,IN,2021-01-13 23:39:09
414,Cosamaloapan,18.3667,-95.8,64.83,81,84,5.46,MX,2021-01-13 23:39:09
415,Codrington,-38.2667,141.9667,65.57,59,7,7.81,AU,2021-01-13 23:39:09
416,Asyut,27.181,31.1837,53.6,66,0,11.5,EG,2021-01-13 23:39:09
417,Dilla,6.41,38.31,62.83,54,59,2.13,ET,2021-01-13 23:39:10
418,Bilibino,68.0546,166.4372,-23.42,81,97,6.73,RU,2021-01-13 23:35:38
419,Semnan,35.5729,53.3971,39.04,65,0,2.1,IR,2021-01-13 23:39:10
420,Vila Franca Do Campo,37.7167,-25.4333,62.01,100,75,8.05,PT,2021-01-13 23:39:10
421,Dongobesh,-4.0667,35.3833,56.41,100,53,4.16,TZ,2021-01-13 23:39:10
422,Pombia,45.653,8.6336,37.0,64,0,4.61,IT,2021-01-13 23:39:10
423,Hay River,60.8156,-115.7999,19.4,93,96,18.41,CA,2021-01-13 23:39:10
424,Deputatskiy,69.3,139.9,-36.92,80,61,1.3,RU,2021-01-13 23:39:10
425,Waipawa,-41.4122,175.5153,73.4,60,2,14.97,NZ,2021-01-13 23:39:10
426,Salalah,17.0151,54.0924,73.4,28,0,11.5,OM,2021-01-13 23:34:43
427,Flinders,-34.5833,150.8552,86.0,51,0,8.05,AU,2021-01-13 23:39:10
428,Hurghada,27.2574,33.8129,69.8,60,0,3.44,EG,2021-01-13 23:39:11
429,Kushmurun,52.4503,64.6311,-17.7,84,0,3.98,KZ,2021-01-13 23:39:11
430,Balagansk,54.0103,103.0544,-23.89,85,21,1.43,RU,2021-01-13 23:39:11
431,Kajaani,64.2273,27.7285,-14.8,84,0,3.44,FI,2021-01-13 23:39:11
432,Atyrau,47.1167,51.8833,24.8,68,0,26.84,KZ,2021-01-13 23:35:02
433,Reci,45.85,25.9333,24.01,90,91,1.99,RO,2021-01-13 23:39:11
434,Konotop,51.2403,33.2026,20.37,97,99,8.84,UA,2021-01-13 23:39:11
435,Mandalgovi,45.7625,106.2708,4.37,91,95,6.73,MN,2021-01-13 23:39:11
436,Huarmey,-10.0681,-78.1522,71.06,83,87,8.37,PE,2021-01-13 23:35:48
437,Raudeberg,61.9875,5.1352,28.4,64,0,10.36,NO,2021-01-13 23:39:12
438,Itarema,-2.9248,-39.9167,79.02,79,99,13.76,BR,2021-01-13 23:39:12
439,Campo Verde,-20.4167,-54.0667,71.6,94,75,5.75,BR,2021-01-13 23:39:12
440,Mana,5.6592,-53.7767,77.43,84,63,11.14,GF,2021-01-13 23:39:12
441,Maiduguri,11.8464,13.1603,66.18,23,17,7.54,NG,2021-01-13 23:37:02
442,Araouane,18.9048,-3.5265,66.52,23,0,13.82,ML,2021-01-13 23:39:12
443,Saint-Marc-Des-Carrieres,46.6834,-72.0491,30.2,93,100,2.3,CA,2021-01-13 23:39:12
444,Krasnoselkup,65.7,82.4667,3.51,94,100,7.61,RU,2021-01-13 23:39:12
445,Kasamwa,-2.85,32.4333,64.22,82,60,2.26,TZ,2021-01-13 23:39:12
446,Mpika,-11.8343,31.4529,62.98,96,100,5.28,ZM,2021-01-13 23:39:12
447,Lincoln,40.8,-96.667,51.8,50,1,3.44,US,2021-01-13 23:39:12
448,Nadym,65.5333,72.5167,2.84,90,89,18.16,RU,2021-01-13 23:35:34
449,Anito,12.4497,125.2886,78.64,90,86,6.53,PH,2021-01-13 23:39:13
450,Hernani,43.2662,-1.9762,46.99,94,96,3.02,ES,2021-01-13 23:39:13
451,Royan,45.6285,-1.0281,46.4,100,75,6.91,FR,2021-01-13 23:39:13
452,Gisborne,-38.6533,178.0042,73.0,72,85,1.99,NZ,2021-01-13 23:39:13
453,Turukhansk,65.8167,87.9833,-18.51,87,100,8.7,RU,2021-01-13 23:39:13
454,Puerto Del Rosario,28.5004,-13.8627,60.8,55,0,8.05,ES,2021-01-13 23:39:13
455,Traverse City,44.7631,-85.6206,36.0,80,75,5.75,US,2021-01-13 23:35:30
456,Coquimbo,-29.9533,-71.3436,60.8,77,0,10.36,CL,2021-01-13 23:35:29
457,Roebourne,-20.7833,117.1333,98.02,25,6,4.83,AU,2021-01-13 23:39:13
458,Cabo San Lucas,22.8909,-109.9124,73.99,40,40,8.05,MX,2021-01-13 23:37:58
459,Miri,4.4148,114.0089,77.0,100,40,4.61,MY,2021-01-13 23:39:13
460,Manacapuru,-3.2997,-60.6206,77.0,94,75,2.35,BR,2021-01-13 23:39:13
461,Pimentel,-6.8367,-79.9342,73.4,73,0,21.85,PE,2021-01-13 23:39:14
462,Eureka,40.8021,-124.1637,59.0,94,73,1.99,US,2021-01-13 23:35:35
463,Berdigestyakh,62.0989,126.6992,-43.51,79,70,3.58,RU,2021-01-13 23:39:14
464,Prince Albert,53.2001,-105.7677,32.0,93,90,13.8,CA,2021-01-13 23:39:14
465,Kandalaksha,67.162,32.4123,-10.73,89,68,1.63,RU,2021-01-13 23:39:14
466,Jos,9.9167,8.9,66.2,39,0,4.61,NG,2021-01-13 23:39:14
467,Hervey Bay,-25.2986,152.8535,82.99,60,6,4.0,AU,2021-01-13 23:39:14
468,Hofn,64.2539,-15.2082,39.69,92,100,15.86,IS,2021-01-13 23:35:35
469,Campina Verde,-19.5356,-49.4864,76.64,77,100,2.48,BR,2021-01-13 23:39:14
470,Egvekinot,66.3167,-179.1667,-12.73,88,86,12.08,RU,2021-01-13 23:39:14
471,Lazurne,46.084,32.5295,36.16,81,62,12.71,UA,2021-01-13 23:39:15
472,Umm Lajj,25.0213,37.2685,73.29,36,2,4.29,SA,2021-01-13 23:39:15
473,Roma,43.2128,-75.4557,33.8,69,90,4.61,US,2021-01-13 23:39:15
474,Ust-Maya,60.4167,134.5333,-46.64,76,84,0.47,RU,2021-01-13 23:39:15
475,Puerto Madero,14.7208,-92.4215,84.2,70,20,9.22,MX,2021-01-13 23:39:15
476,Oliveira Dos Brejinhos,-12.3169,-42.8961,71.15,82,46,1.9,BR,2021-01-13 23:39:15
477,Omboue,-1.5746,9.2618,73.44,89,100,3.89,GA,2021-01-13 23:35:21
478,Noshiro,40.2039,140.0242,35.6,80,75,17.27,JP,2021-01-13 23:39:15
479,Kemin,42.7846,75.6892,22.68,89,71,2.15,KG,2021-01-13 23:39:15
480,Belyy,55.8402,32.9419,10.11,95,100,12.01,RU,2021-01-13 23:39:15
481,Cooma,-36.2333,149.1333,77.0,33,40,14.97,AU,2021-01-13 23:39:16
482,Granger,41.7481,-86.1257,39.2,75,1,4.61,US,2021-01-13 23:35:15
483,Sorland,67.667,12.6934,34.88,85,92,1.39,NO,2021-01-13 23:39:16
484,Maniitsoq,65.4167,-52.9,22.82,96,100,11.54,GL,2021-01-13 23:39:16
485,Tabas,33.5959,56.9244,32.0,23,0,4.61,IR,2021-01-13 23:39:16
486,Piacabucu,-10.4056,-36.4344,78.19,78,88,10.74,BR,2021-01-13 23:39:16
487,Furano,43.2818,142.4743,28.4,74,75,17.27,JP,2021-01-13 23:39:16
488,Kahului,20.8947,-156.47,84.2,48,20,4.61,US,2021-01-13 23:39:16
489,Correntina,-13.3433,-44.6367,71.22,88,40,3.06,BR,2021-01-13 23:39:16
490,Srinagar,34.0833,74.8167,22.26,81,0,1.52,IN,2021-01-13 23:39:16
491,Pasan,22.85,82.2,44.33,54,0,2.51,IN,2021-01-13 23:39:16
492,Port Lincoln,-34.7333,135.8667,62.87,62,59,11.59,AU,2021-01-13 23:35:43
493,Kidal,18.4411,1.4078,69.28,21,0,6.98,ML,2021-01-13 23:38:14
494,Ranot,7.7777,100.3213,77.38,75,95,8.93,TH,2021-01-13 23:39:16
495,Verkhnevilyuysk,63.4453,120.3167,-22.36,86,99,6.15,RU,2021-01-13 23:34:56
496,Banda Aceh,5.5577,95.3222,77.2,82,99,9.04,ID,2021-01-13 23:39:16
497,Sedona,34.8697,-111.761,62.01,10,1,1.72,US,2021-01-13 23:37:18
498,Okha,53.5739,142.9478,-5.69,88,100,11.95,RU,2021-01-13 23:39:17
499,Nieuw Amsterdam,5.8833,-55.0833,79.0,89,20,2.3,SR,2021-01-13 23:39:17
500,Zhoucheng,35.9122,116.3117,32.38,93,0,8.84,CN,2021-01-13 23:39:17
501,Iranshahr,27.2025,60.6848,45.43,37,0,0.74,IR,2021-01-13 23:39:17
502,Nikolayevsk-Na-Amure,53.1406,140.73,-9.26,87,100,3.71,RU,2021-01-13 23:39:17
503,Cabinda,-5.55,12.2,77.79,82,9,8.05,AO,2021-01-13 23:39:17
504,Bereznyky,48.5141,23.2198,28.99,92,100,3.0,UA,2021-01-13 23:39:17
505,Elat,29.5581,34.9482,71.6,78,0,13.8,IL,2021-01-13 23:39:17
506,Canguaretama,-6.38,-35.1289,80.6,78,40,6.91,BR,2021-01-13 23:39:17
507,Chihuahua,28.5,-106.0,60.8,21,1,4.61,MX,2021-01-13 23:39:17
508,Dzhebariki-Khaya,62.2167,135.8,-46.23,76,72,0.47,RU,2021-01-13 23:35:47
509,Peterhead,57.5058,-1.7981,33.8,93,75,2.3,GB,2021-01-13 23:35:28
510,Sisimiut,66.9395,-53.6735,18.91,96,100,8.3,GL,2021-01-13 23:39:18
511,Ucluelet,48.9329,-125.5528,48.2,71,75,4.61,CA,2021-01-13 23:39:18
512,Vestmanna,62.1564,-7.1664,39.2,87,75,19.57,FO,2021-01-13 23:39:18
513,Cayenne,4.9333,-52.3333,78.8,83,75,8.05,GF,2021-01-13 23:39:18
514,La Orilla,17.9833,-102.2333,79.92,59,53,6.44,MX,2021-01-13 23:39:18
515,Saint-Martin-Boulogne,50.7269,1.6186,50.0,93,90,12.66,FR,2021-01-13 23:39:18
516,Palaia Fokaia,37.72,23.9463,52.0,87,40,1.14,GR,2021-01-13 23:39:18
517,Bela,25.9333,81.9833,44.04,58,0,3.58,IN,2021-01-13 23:39:18
518,Mae Hong Son,19.3003,97.9685,58.41,86,26,1.68,TH,2021-01-13 23:39:18
519,Tigil,57.8,158.6667,-5.3,89,3,6.02,RU,2021-01-13 23:39:18
520,Konya,38.1667,32.5,37.4,93,75,1.14,TR,2021-01-13 23:34:32
521,Anadyr,64.75,177.4833,-7.6,77,90,6.71,RU,2021-01-13 23:39:19
522,Kerrobert,51.9168,-109.1348,30.2,100,90,58.7,CA,2021-01-13 23:38:08
523,Sinnamary,5.3833,-52.95,77.47,86,70,13.33,GF,2021-01-13 23:39:19
524,Tovste,48.8466,25.7262,28.99,87,91,11.79,UA,2021-01-13 23:39:19
525,Tabuk,17.4189,121.4443,70.54,87,80,5.84,PH,2021-01-13 23:39:19
526,Batagay,67.6333,134.6333,-44.39,73,21,1.16,RU,2021-01-13 23:39:19
527,Korla,41.7597,86.1469,18.39,82,36,7.72,CN,2021-01-13 23:39:19
528,Arang,21.2,81.9667,55.44,40,48,4.99,IN,2021-01-13 23:39:19
529,Humaita,-7.5061,-63.0208,78.1,82,98,3.67,BR,2021-01-13 23:39:19
530,Mponela,-13.5319,33.7401,64.62,89,100,3.98,MW,2021-01-13 23:39:19
531,Nome,64.5011,-165.4064,17.6,93,90,6.91,US,2021-01-13 23:35:32
532,Gornyye Klyuchi,45.25,133.5,0.57,90,100,6.44,RU,2021-01-13 23:39:20
533,Kabelvag,68.2114,14.4817,28.0,82,95,4.65,NO,2021-01-13 23:39:20
534,Coxim,-18.5067,-54.76,79.34,76,75,2.8,BR,2021-01-13 23:39:20
535,Taoudenni,22.6783,-3.9836,59.94,31,0,13.65,ML,2021-01-13 23:39:20
536,Kathmandu,27.7167,85.3167,46.4,87,75,2.3,NP,2021-01-13 23:34:44
537,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,74.5,97,97,1.43,BR,2021-01-13 23:39:20
538,Grand-Santi,4.25,-54.3833,72.34,97,98,2.55,GF,2021-01-13 23:39:20
539,Praia Da Vitoria,38.7333,-27.0667,60.01,100,75,9.78,PT,2021-01-13 23:39:20
540,Shimoda,34.6667,138.95,46.4,76,20,1.14,JP,2021-01-13 23:39:20
541,Paamiut,61.994,-49.6678,24.51,96,100,10.83,GL,2021-01-13 23:39:20
542,Tandil,-37.3217,-59.1332,63.75,51,33,12.21,AR,2021-01-13 23:39:20
543,Huilong,31.8111,121.655,50.0,72,0,4.59,CN,2021-01-13 23:39:20
544,Bullhead City,35.1478,-114.5683,68.0,13,40,21.85,US,2021-01-13 23:39:20
545,Makakilo City,21.3469,-158.0858,82.4,61,20,13.8,US,2021-01-13 23:39:21
546,Baghmara,23.795,86.2085,49.48,52,0,4.18,IN,2021-01-13 23:39:21
547,Sur,22.5667,59.5289,64.22,55,0,2.64,OM,2021-01-13 23:39:21
548,Hun,29.1268,15.9477,48.69,56,5,7.11,LY,2021-01-13 23:39:21
549,Keetmanshoop,-26.5833,18.1333,71.6,94,95,5.75,NA,2021-01-13 23:39:21
550,Pshekhskaya,44.696,39.7967,35.01,100,75,8.95,RU,2021-01-13 23:39:21
551,Yulara,-25.2406,130.9889,93.2,18,0,19.57,AU,2021-01-13 23:37:25
552,Ringas,27.35,75.5667,50.0,71,0,2.62,IN,2021-01-13 23:39:21
553,Nara,34.6851,135.8049,37.99,87,20,2.3,JP,2021-01-13 23:37:03
554,Kunming,25.0389,102.7183,39.0,93,0,4.47,CN,2021-01-13 23:39:21
555,Ancud,-41.8697,-73.8203,63.0,59,0,5.75,CL,2021-01-13 23:39:21
556,Milkovo,54.7167,158.6167,-4.54,85,0,0.89,RU,2021-01-13 23:39:21
557,Dwarka,22.2394,68.9678,64.98,40,2,6.69,IN,2021-01-13 23:39:21
558,Udachnyy,66.4167,112.4,-28.26,82,100,11.3,RU,2021-01-13 23:39:22
559,Qasigiannguit,68.8193,-51.1922,24.8,80,75,12.66,GL,2021-01-13 23:39:22
560,Surt,31.2089,16.5887,57.65,71,35,22.15,LY,2021-01-13 23:39:22
561,Caucaia,-3.7361,-38.6531,81.0,74,20,6.91,BR,2021-01-13 23:39:22
562,Lorengau,-2.0226,147.2712,85.39,68,98,9.33,PG,2021-01-13 23:39:22
563,Sidi Ali,36.0998,0.4206,46.67,85,0,6.08,DZ,2021-01-13 23:39:22
564,San Buenaventura,27.0833,-101.5333,63.5,29,0,7.02,MX,2021-01-13 23:39:22
565,Palana,59.1167,159.9667,0.7,95,99,9.55,RU,2021-01-13 23:39:22
566,Mashiko,36.4667,140.1,39.99,93,20,5.75,JP,2021-01-13 23:39:22
567,Mitu,1.1983,-70.1733,73.09,96,97,2.06,CO,2021-01-13 23:39:22
568,Manokwari,-0.8667,134.0833,81.97,73,100,6.62,ID,2021-01-13 23:39:22
569,Palasa,18.7667,84.4167,67.98,85,32,3.51,IN,2021-01-13 23:39:22
